subj,n_test,nll_actr,nll_fear,n_params_actr,n_params_fear,aic_actr,aic_fear,bic_actr,bic_fear,delta_aic,delta_bic,c,d,t0_actr,F_actr,t0_fear,F_fear,converged_actr,converged_fear
29220,83,135.84996830930538,129.76531427306404,28,28,327.69993661861076,315.53062854612807,395.4274736369155,383.25816556443283,-12.169308072482693,-12.169308072482693,0.2781310954528412,0.2652986312342858,0.6117924128904402,0.8086862609555959,0.6192312748144201,1.06398411843443,True,True
29221,149,217.31779121723343,221.13448889957462,28,28,490.63558243446687,498.26897779914924,574.7460790009397,582.3794743656221,7.633395364682372,7.633395364682315,0.20111860156601644,0.20659598184940733,0.48340338762847146,0.9004614901126334,0.49084688062141174,0.9610218322002986,True,True
29227,85,132.67022152484486,126.08867673065676,26,26,317.3404430496897,304.1773534613135,380.84937571843795,367.6862861300617,-13.163089588376238,-13.163089588376238,0.18845070729834432,0.18846302713997676,0.7203590219559838,1.237994140944724,0.7587429397301942,1.664526486013071,True,True
29230,194,1000155.3064332415,168.1923373989263,28,28,2000366.612866483,392.3846747978526,2000458.1128949367,483.88470325162575,-1999974.2281916852,-1999974.2281916852,0.1766958171790188,0.20489861473447452,0.4915573184918563,0.6793429136479809,0.46239834667163027,0.6631522090493445,True,True
29245,73,84.63030808326513,74.01323442730806,28,28,225.26061616653027,204.02646885461613,289.39348051868524,268.15933320677107,-21.234147311914143,-21.23414731191417,0.2203718632029903,0.1079794940063967,0.6323391222876033,0.933056230967673,0.647284384258053,1.9412848827607496,True,True
29280,73,111.91137808522232,108.87418479087916,23,23,269.8227561704447,263.7483695817583,322.50332331685763,316.4289367281713,-6.074386588686366,-6.074386588686309,0.08056392910829584,0.10960526522497321,0.9999993909981961,1.0436596368199347,0.9999993911964518,1.701777314225968,True,True
29281,96,110.78562746103022,109.56303802969835,28,28,277.57125492206046,275.1260760593967,349.37300428315984,346.9278254204961,-2.445178862663738,-2.445178862663738,0.058457732891421726,0.02762996914766832,0.9999993912254718,0.7471739713036891,0.9999993912254718,1.2325505977372104,True,True
29303,127,187.07833904817443,198.3440678071854,28,28,430.15667809634886,452.6881356143708,509.7939165171894,532.3253740352113,22.531457518021966,22.53145751802191,0.02040302979266068,0.16432598990933228,0.48042657567939157,0.8785692687441343,0.47697983943033,0.939520655119289,True,True
29305,115,107.81578155901462,111.40642122639473,28,28,271.63156311802925,278.8128424527895,348.48966271220024,355.6709420469605,7.181279334760234,7.181279334760234,0.11493120446084756,0.06798468308335752,0.809208156933105,0.699511687152588,0.8098572092303826,0.8476723207819405,True,True
29306,172,1000163.6004430776,1000159.0279276698,28,28,2000383.2008861552,2000374.0558553396,2000471.330731506,2000462.1857006904,-9.145030815619975,-9.145030815619975,0.21030038588618905,0.04040458850168661,0.5627819402239808,0.8270902483173967,0.595630874548391,1.1268897156567268,True,True
29307,104,105.1485562463604,99.668119350058,28,28,266.29711249272077,255.336238700116,340.34005766867926,329.3791838760744,-10.960873792604758,-10.960873792604843,0.21582649673932933,0.053440690320525036,0.8277686962819198,0.9018939458721879,0.8299344641957144,1.391998000680735,True,True
29310,75,148.93269633226322,151.09747784538067,22,22,341.86539266452644,346.19495569076133,392.8501311623253,397.1796941885601,4.329563026234894,4.329563026234837,1.6546313042744398e-13,0.2870875715318145,0.5137031492697142,1.033781777771576,0.5564395764625547,1.1916984707537137,True,True
29318,101,172.9412540467704,163.17693402048863,27,27,399.8825080935408,380.35386804097726,470.49076204825485,450.9621219956913,-19.52864005256356,-19.52864005256356,0.29979588036226773,0.3003708785089821,0.8973427532761977,0.883891356022154,0.9578190561291758,0.9935672842526525,True,True
29326,132,208.60380923738995,197.70665534476177,28,28,473.2076184747799,451.41331068952354,553.9260723071983,532.1317645219419,-21.794307785256365,-21.794307785256365,5.500886535595526e-07,0.29172678833584736,0.6637145250725055,0.7727115247352864,0.7026391754607282,0.7299704294428595,True,True
29328,115,140.4110322222693,129.89906161000306,28,28,336.8220644445386,315.7981232200061,413.6801640387096,392.6562228141771,-21.023941224532507,-21.023941224532507,0.3968243820904318,0.1510743604975166,0.6921500601670288,0.8780280257393346,0.6994425052403959,1.1780889717203367,True,True
