subj,n_test,nll_actr,nll_fear,n_params_actr,n_params_fear,aic_actr,aic_fear,bic_actr,bic_fear,delta_aic,delta_bic,c,d,t0_actr,F_actr,t0_fear,F_fear,converged_actr,converged_fear
28999,14,2.3631812496826714,1.377407481715582,5,6,14.726362499365344,14.754814963431164,17.921649147441634,18.58915894112271,0.028452464065820138,0.6675097936810772,0.3792531254992095,1.475768584813115,0.5259155772252763,0.5,0.8126148236499412,0.5,True,True
29212,158,186.2845819872138,184.87908752435223,5,6,382.5691639744276,381.75817504870446,397.88213913956247,400.1337452468663,-0.8109889257231657,2.2516061073038145,0.1566671474724938,0.2945990212209056,0.5232103746698197,0.5574539153786602,0.5391375222633971,0.7462468200949863,True,True
29220,87,128.5506334089314,125.77894906525506,5,6,267.1012668178628,263.5578981305101,279.4308074111357,278.35334684243765,-3.543368687352654,-1.0774605686980294,0.1603065425244517,0.2908359557866892,0.5723076395063713,0.6989321247129544,0.6634528249956908,0.788114861216686,True,True
29221,150,214.62077022170087,215.95496449311565,5,6,439.24154044340173,443.9099289862313,454.294716913883,461.9737407508088,4.668388542829575,7.679023836925808,0.0961871595130081,0.2934349375944981,0.479764944253246,0.8442472530834466,0.5305354359325174,0.9757395506398292,True,True
29227,88,151.09621786973142,151.36498560913415,5,6,312.19243573946284,314.7299712182683,324.57911981185384,329.59399210513754,2.5375354788054665,5.014872293283702,0.1158791978309022,0.311152932074308,0.8050005454941945,0.9556819603240436,0.7176178964161167,1.7872907616862694,True,True
29230,196,157.64724263005044,153.94773197760514,5,6,325.2944852601009,319.8954639552103,341.68505855625347,339.5641519105934,-5.399021304890596,-2.1209066456600567,0.1324644783155029,0.3060636272348441,0.54002847528216,0.5,0.5647871060117258,0.6654098514200429,True,True
29233,150,145.82784722574277,141.00926470198837,5,6,301.65569445148554,294.01852940397674,316.7088709219668,312.08234116855425,-7.637165047508802,-4.626529753412569,0.0332954211102465,0.1748004774900052,0.6782975955509292,0.908005121631702,0.6806539900742148,1.4596225258434965,True,True
29239,86,130.60191710557748,130.83574628765672,5,6,271.20383421115497,273.67149257531344,283.4755706924225,288.3975763528345,2.467658364158467,4.922005660412026,0.1954688824831881,0.3355123249997658,0.3986219114592237,0.691021706364971,0.4503800431216216,0.8967926125335557,True,True
29240,82,117.62810911347913,109.8417826073581,5,6,245.25621822695825,231.6835652147162,257.2898144632795,246.12388069830172,-13.572653012242057,-11.165933764977808,0.1552514123938115,0.3030431323254735,0.3186017259221962,1.008282544026334,0.3938677097197851,1.1654329917933917,True,True
29245,83,129.3398300900125,124.98227429478445,5,6,268.679660180025,261.9645485895689,280.773863219008,276.47759223634847,-6.715111590456104,-4.296270982659507,0.1210956570700847,0.2644945882506936,0.6151714247261021,0.7387566032376679,0.6911630027474138,0.9562073592888471,True,True
29280,79,143.92504672706897,140.93229799884125,5,6,297.85009345413795,293.8645959976825,309.69733271647306,308.08128311248464,-3.985497456455448,-1.6160496039884151,0.1343308954159538,0.3258808838114766,0.9681246192641006,0.9725726962022138,0.9883272621569416,1.322415032862824,True,True
29281,101,138.89047597951992,139.51851558379278,5,6,287.78095195903984,291.03703116758555,300.85655454324615,306.72775426863313,3.2560792085457138,5.871199725386987,0.0440094223851552,0.1989044713543526,0.9767571625492334,0.7179086994743415,0.9826502060321716,0.7514664266477393,True,True
29303,131,193.9944473146988,202.23796477012417,5,6,397.9888946293976,416.47592954024833,412.36488124540335,433.7271134794552,18.487034910850753,21.362232234051874,0.0966365004597599,0.2625638735588405,0.5446495388592438,0.7593802540751706,0.5467877282862894,0.8349842373317642,True,True
29305,120,146.54551940527614,150.18562879222063,5,6,303.0910388105523,312.37125758444125,317.0284975244625,329.09620804113354,9.280218773888976,12.067710516671013,0.0826738870768264,0.2156405412389565,0.8387025314642824,0.6131256410785789,0.8006265475505098,0.8246437753815666,True,True
29306,172,174.5306118608457,178.42468367307532,5,6,359.0612237216914,368.84936734615064,374.79869610575867,387.73433420703134,9.788143624459224,12.935638101272673,0.01,0.1634657799365346,0.4955538454344218,1.048246362556196,0.5007002739930306,1.9291124836241793,True,True
29307,106,122.89734501918224,123.35288925178196,5,6,255.79469003836448,258.7057785035639,269.11188550892484,274.68641306823633,2.911088465199441,5.574527559311491,0.0646951689684754,0.2357150989724884,0.8631647071531331,0.8381634457140795,0.8063662366094206,1.2902599824715426,True,True
29310,86,161.69438617525026,163.31009835040132,5,6,333.3887723505005,338.62019670080264,345.6605088317681,353.3462804783237,5.23142435030212,7.685771646555622,0.1672115083796111,0.2998892218666503,0.51332415410232,0.8481956965774954,0.5233289810645598,1.0609483906317856,True,True
29318,105,166.64274576791814,166.5049593217362,5,6,343.2854915358363,345.0099186434724,356.5552932866239,360.93368074441753,1.7244271076361315,4.378387457793622,0.1635730545372851,0.3626294460768666,0.9247220045665702,0.6542755997685096,0.9465067960375246,0.9236035645444476,True,True
29326,132,158.3935299013154,160.5090716760925,5,6,326.7870598026308,333.018143352185,341.20106941556264,350.3149548877032,6.231083549554228,9.113885472140566,0.1172842690960078,0.2692897596057486,0.6835776286528226,0.546722801330064,0.7039098809898937,0.6035824430523131,True,True
29328,120,168.91762812301087,163.4479165768184,5,6,347.83525624602174,338.8958331536368,361.772714959932,355.62078361032906,-8.93942309238497,-6.151931349602933,0.0772878930982775,0.2761312865260639,0.7460961998036327,0.8236200366120042,0.7579552451239177,1.228634471542447,True,True
